order_id,customer_id,order_datetime,city,restaurant_category,order_value,delivery_fee,delivery_time_min,payment_method,order_status,delivery_type,promo_code_used
ORD104969,CUST7802,2025-04-07 08:48:50.396369,Ras Al Khaimah,Fast Food,41.78,2.74,29.0,Card,Delivered,Bike,No
ORD104970,CUST2728,2025-03-17 15:11:50.396376,Ras Al Khaimah,Indian,48.34,5.39,36.0,Cash,Delivered,Bike,Yes
ORD104971,CUST6864,2025-04-12 02:55:50.396384,Ras Al Khaimah,Healthy,171.18,5.23,36.0,Cash,Delivered,Car,No
ORD104972,CUST8515,2025-04-02 13:07:50.396391,Ajman,Desserts,55.84,5.46,35.0,Card,Cancelled,Scooter,No
ORD104973,CUST7997,2025-04-28 05:18:50.396398,Ras Al Khaimah,Fast Food,92.14,5.14,31.0,Apple Pay,Delivered,Car,No
ORD104974,CUST2705,2025-04-02 19:39:50.396405,Ajman,Fast Food,21.79,2.45,40.0,Cash,Delivered,Car,No
ORD104975,CUST3733,2025-04-26 07:31:50.396873,Ajman,Middle Eastern,44.39,2.36,42.0,Apple Pay,Cancelled,Bike,No
ORD104976,CUST3955,2025-04-06 00:14:50.396908,Ajman,Desserts,9.88,0.57,37.0,Wallet,Delivered,Car,Yes
ORD104977,CUST7579,2025-06-04 20:27:50.396914,Ajman,Healthy,17.3,6.64,24.0,Apple Pay,Delivered,Car,Yes
ORD104978,CUST9268,2025-03-31 01:23:50.396918,Ajman,Healthy,0.07,6.66,19.0,Wallet,Delivered,Scooter,Yes
ORD104979,CUST6529,2025-04-30 21:35:50.396922,Sharjah,Middle Eastern,3.0,6.69,25.0,Wallet,Delivered,Car,Yes
ORD104980,CUST3591,2024-12-27 05:42:50.396926,Dubai,Middle Eastern,283.85,5.61,50.0,Cash,Delivered,Bike,No
ORD104981,CUST9747,2025-06-24 01:30:50.396930,Abu Dhabi,Desserts,20.82,0.73,33.0,Apple Pay,Delivered,Bike,Yes
ORD104982,CUST8258,2025-03-16 20:03:50.396934,Ras Al Khaimah,Healthy,81.64,2.95,51.0,Wallet,Cancelled,Bike,No
ORD104983,CUST6772,2025-05-08 21:46:50.396938,Ajman,Desserts,137.02,5.34,29.0,Apple Pay,Delivered,Scooter,No
ORD104984,CUST6163,2025-06-07 01:56:50.396941,Ajman,Asian,60.0,5.27,27.0,Wallet,Delivered,Car,No
ORD104985,CUST6319,2025-02-24 16:46:50.396945,Dubai,Indian,12.47,4.55,29.0,Card,Delivered,Bike,No
ORD104986,CUST7090,2025-01-12 20:05:50.396993,Abu Dhabi,Desserts,97.68,5.74,29.0,Card,Delivered,Car,No
ORD104987,CUST7755,2025-02-26 09:35:50.397001,Abu Dhabi,Indian,68.77,5.02,22.0,Cash,Delivered,Bike,Yes
ORD104988,CUST8054,2025-03-08 16:11:50.397005,Ras Al Khaimah,Middle Eastern,98.55,5.24,19.0,Card,Cancelled,Scooter,Yes
ORD104989,CUST6299,2025-01-11 06:59:50.397009,Ras Al Khaimah,Desserts,110.14,3.72,35.0,Card,Delivered,Car,Yes
ORD104990,CUST4943,2025-04-22 05:23:50.397013,Dubai,Healthy,277.91,6.96,41.0,Card,Failed,Scooter,No
ORD104991,CUST9939,2025-02-02 14:00:50.397017,Ras Al Khaimah,Middle Eastern,63.92,4.14,54.0,Apple Pay,Delivered,Scooter,Yes
ORD104992,CUST4504,2025-01-03 14:10:50.397021,Ras Al Khaimah,Indian,31.35,2.34,26.0,Apple Pay,Delivered,Car,No
ORD104993,CUST7145,2025-04-02 19:34:50.397024,Abu Dhabi,Indian,78.41,3.46,26.0,Apple Pay,Delivered,Car,Yes
ORD104994,CUST5162,2025-01-26 03:26:50.397028,Ras Al Khaimah,Desserts,5.32,4.3,22.0,Cash,Delivered,Car,Yes
ORD104995,CUST6898,2025-05-12 02:52:50.397033,Ajman,Fast Food,170.77,6.99,41.0,Card,Cancelled,Scooter,No
ORD104996,CUST8412,2025-03-28 20:00:50.397037,Abu Dhabi,Desserts,9.53,4.92,38.0,Apple Pay,Delivered,Bike,No
ORD104997,CUST8331,2025-04-05 21:20:50.397042,Dubai,Healthy,29.79,4.63,21.0,Wallet,Delivered,Car,Yes
ORD104998,CUST7505,2025-05-26 08:25:50.397271,Sharjah,Desserts,126.86,2.5,21.0,Wallet,Failed,Bike,Yes
ORD104999,CUST1003,2025-02-19 13:06:50.397280,Ras Al Khaimah,Middle Eastern,68.22,6.57,40.0,Apple Pay,Cancelled,Car,No
ORD105000,CUST1567,2025-06-03 10:41:50.397288,Ajman,Middle Eastern,37.52,3.7,34.0,Wallet,Delivered,Car,No
ORD105001,CUST5660,2025-06-10 13:47:50.397296,Abu Dhabi,Indian,48.1,4.8,38.0,Wallet,Delivered,Car,Yes
ORD105002,CUST1267,2025-06-11 07:51:50.397305,Dubai,Desserts,144.59,7.96,21.0,Wallet,Delivered,Scooter,No
ORD105003,CUST9480,2025-01-12 23:22:50.397313,Sharjah,Fast Food,31.16,6.02,11.0,Apple Pay,Delivered,Car,Yes
ORD105004,CUST3213,2025-04-07 05:40:50.397320,Sharjah,Fast Food,152.81,1.74,21.0,Apple Pay,Returned,Car,Yes
ORD105005,CUST5945,2025-04-19 10:16:50.397327,Dubai,Middle Eastern,6.92,1.46,37.0,Wallet,Delivered,Scooter,No
ORD105006,CUST1107,2025-04-07 16:15:50.397336,Ras Al Khaimah,Fast Food,112.48,4.87,51.0,Card,Delivered,Scooter,No
ORD105007,CUST5920,2025-04-27 13:05:50.397343,Sharjah,Healthy,141.07,2.57,26.0,Cash,Delivered,Scooter,Yes
ORD105008,CUST4635,2025-05-01 12:56:50.397350,Sharjah,Asian,15.05,6.3,53.0,Card,Cancelled,Scooter,Yes
ORD105009,CUST4519,2025-05-19 15:17:50.397358,Sharjah,Desserts,42.2,5.08,38.0,Wallet,Delivered,Car,Yes
ORD105010,CUST6159,2025-02-09 00:58:50.397366,Ras Al Khaimah,Indian,13.57,5.33,16.0,Apple Pay,Returned,Car,No
ORD105011,CUST1355,2025-04-10 20:52:50.397373,Ajman,Asian,91.97,3.59,32.0,Wallet,Delivered,Bike,Yes
ORD105012,CUST5521,2025-02-26 21:23:50.397381,Ras Al Khaimah,Desserts,57.48,8.48,39.0,Card,Delivered,Bike,No
ORD105013,CUST9376,2025-01-27 15:01:50.397389,Dubai,Healthy,75.66,10.69,6.0,Cash,Delivered,Scooter,No
ORD105014,CUST3534,2025-01-29 10:33:50.397396,Ajman,Indian,16.41,4.44,36.0,Cash,Delivered,Car,Yes
ORD105015,CUST2544,2025-04-19 14:51:50.397404,Abu Dhabi,Asian,17.85,5.71,42.0,Card,Delivered,Scooter,No
ORD105016,CUST1618,2025-01-21 18:43:50.397411,Sharjah,Asian,3.18,5.19,34.0,Card,Delivered,Scooter,No
ORD105017,CUST8542,2025-03-31 17:14:50.397419,Dubai,Indian,29.15,4.48,29.0,Card,Delivered,Bike,Yes
ORD105018,CUST6827,2025-02-14 07:44:50.397427,Ras Al Khaimah,Middle Eastern,61.53,3.34,28.0,Card,Cancelled,Scooter,No
ORD105019,CUST3557,2025-04-29 18:38:50.397435,Ras Al Khaimah,Desserts,146.36,2.83,28.0,Wallet,Delivered,Bike,No
ORD105020,CUST3267,2025-02-09 18:19:50.397446,Dubai,Desserts,82.45,2.73,18.0,Apple Pay,Delivered,Scooter,No
ORD105021,CUST5341,2025-06-03 22:01:50.397455,Ajman,Asian,42.87,5.81,23.0,Wallet,Delivered,Bike,Yes
ORD105022,CUST7014,2025-05-04 16:53:50.397463,Ras Al Khaimah,Indian,229.51,3.96,26.0,Cash,Delivered,Car,No
ORD105023,CUST5093,2025-01-11 07:47:50.397470,Ajman,Asian,95.27,-0.16,31.0,Wallet,Delivered,Bike,Yes
ORD105024,CUST4817,2025-01-22 19:18:50.397477,Sharjah,Middle Eastern,199.62,5.89,24.0,Cash,Delivered,Scooter,Yes
ORD105025,CUST5198,2025-06-15 08:15:50.397485,Dubai,Desserts,56.24,4.92,21.0,Card,Delivered,Scooter,Yes
ORD105026,CUST5920,2025-02-15 06:49:50.397494,Abu Dhabi,Asian,22.47,7.69,38.0,Card,Delivered,Car,No
ORD105027,CUST2505,2025-05-11 07:41:50.397501,Dubai,Indian,4.07,5.75,34.0,Apple Pay,Delivered,Bike,Yes
ORD105028,CUST7550,2025-03-26 19:15:50.397505,Sharjah,Healthy,97.12,2.04,25.0,Apple Pay,Delivered,Bike,Yes
ORD105029,CUST4562,2025-02-05 09:33:50.397509,Ajman,Fast Food,9.7,0.54,35.0,Wallet,Delivered,Car,Yes
ORD105030,CUST2264,2025-06-22 14:53:50.397543,Sharjah,Desserts,27.05,3.56,25.0,Card,Delivered,Car,No
ORD105031,CUST6319,2025-02-02 11:34:50.397551,Ras Al Khaimah,Indian,57.02,3.75,31.0,Wallet,Delivered,Car,No
ORD105032,CUST8905,2025-04-05 03:41:50.397558,Sharjah,Fast Food,62.33,6.89,40.0,Cash,Delivered,Bike,Yes
ORD105033,CUST3832,2025-04-05 19:38:50.397566,Ras Al Khaimah,Indian,68.83,4.98,24.0,Wallet,Delivered,Car,No
ORD105034,CUST8999,2025-03-03 02:26:50.397573,Abu Dhabi,Desserts,13.64,7.27,18.0,Wallet,Delivered,Scooter,No
ORD105035,CUST2562,2025-03-12 13:52:50.397577,Ras Al Khaimah,Desserts,35.82,2.35,29.0,Wallet,Delivered,Scooter,Yes
ORD105036,CUST5921,2025-01-06 17:46:50.397581,Dubai,Healthy,72.02,6.93,16.0,Apple Pay,Delivered,Scooter,No
ORD105037,CUST1612,2025-04-02 01:31:50.397585,Ras Al Khaimah,Asian,262.54,6.44,27.0,Card,Delivered,Scooter,No
ORD105038,CUST7251,2025-02-21 08:42:50.397589,Sharjah,Indian,97.54,0.96,27.0,Cash,Delivered,Scooter,Yes
ORD105039,CUST2285,2025-05-30 08:09:50.397593,Abu Dhabi,Healthy,191.91,7.65,5.0,Wallet,Delivered,Car,Yes
ORD105040,CUST1916,2025-05-28 13:18:50.397596,Ajman,Healthy,107.73,5.19,35.0,Card,Delivered,Car,No
ORD105041,CUST6478,2024-12-31 09:33:50.397616,Abu Dhabi,Fast Food,67.18,5.78,28.0,Apple Pay,Delivered,Scooter,Yes
ORD105042,CUST6700,2025-04-11 15:50:50.397620,Dubai,Fast Food,15.99,3.27,42.0,Apple Pay,Delivered,Bike,Yes
ORD105043,CUST8115,2025-03-19 09:40:50.397624,Sharjah,Middle Eastern,82.4,7.55,32.0,Card,Delivered,Scooter,Yes
ORD105044,CUST7824,2025-02-22 09:58:50.397628,Sharjah,Desserts,73.24,2.63,37.0,Card,Delivered,Car,Yes
ORD105045,CUST2974,2025-03-20 19:08:50.397632,Sharjah,Indian,69.19,6.66,42.0,Wallet,Cancelled,Scooter,Yes
ORD105046,CUST4714,2025-03-15 05:46:50.397636,Ras Al Khaimah,Healthy,50.47,6.64,29.0,Apple Pay,Delivered,Car,Yes
ORD105047,CUST1187,2025-06-08 15:31:50.397640,Abu Dhabi,Fast Food,56.41,3.05,30.0,Apple Pay,Delivered,Car,Yes
ORD105048,CUST7266,2025-05-02 12:37:50.397644,Abu Dhabi,Indian,30.53,8.97,14.0,Apple Pay,Failed,Scooter,Yes
ORD105049,CUST1886,2025-01-25 05:09:50.397648,Ras Al Khaimah,Healthy,54.94,5.46,42.0,Cash,Returned,Car,No
ORD105050,CUST5993,2025-04-20 12:05:50.397652,Abu Dhabi,Indian,16.51,6.31,29.0,Card,Delivered,Scooter,Yes
ORD105051,CUST9591,2025-03-06 15:48:50.397656,Ajman,Healthy,122.67,1.95,20.0,Card,Failed,Scooter,Yes
ORD105052,CUST1674,2025-03-29 23:06:50.397661,Dubai,Asian,15.41,9.24,37.0,Cash,Delivered,Car,No
ORD105053,CUST6231,2025-01-25 06:08:50.397665,Ras Al Khaimah,Middle Eastern,6.66,2.55,8.0,Apple Pay,Cancelled,Bike,No
ORD105054,CUST9846,2025-06-17 02:43:50.397669,Sharjah,Middle Eastern,42.99,7.05,26.0,Cash,Failed,Car,Yes
ORD105055,CUST3450,2025-05-27 23:11:50.397672,Sharjah,Indian,80.54,3.01,39.0,Cash,Delivered,Bike,No
ORD105056,CUST6354,2025-01-23 07:24:50.397676,Dubai,Desserts,43.18,3.76,26.0,Cash,Delivered,Scooter,No
ORD105057,CUST9231,2025-02-22 17:09:50.397680,Ajman,Desserts,24.3,6.58,23.0,Card,Delivered,Car,Yes
ORD105058,CUST4617,2025-06-20 06:48:50.397684,Abu Dhabi,Indian,61.26,7.06,26.0,Wallet,Delivered,Car,Yes
ORD105059,CUST3509,2025-04-26 03:00:50.397688,Ras Al Khaimah,Desserts,31.96,2.46,10.0,Wallet,Failed,Car,Yes
ORD105060,CUST1827,2025-03-29 19:39:50.397706,Sharjah,Healthy,202.58,7.18,37.0,Apple Pay,Delivered,Bike,No
ORD105061,CUST7436,2024-12-26 22:11:50.397712,Ajman,Healthy,191.95,7.09,29.0,Wallet,Delivered,Scooter,Yes
ORD105062,CUST8300,2025-01-23 11:03:50.397720,Ajman,Indian,52.34,3.12,27.0,Cash,Delivered,Car,Yes
ORD105063,CUST9269,2025-02-11 14:48:50.397727,Dubai,Healthy,29.8,8.2,27.0,Apple Pay,Delivered,Bike,Yes
ORD105064,CUST2475,2025-04-12 19:04:50.397735,Abu Dhabi,Asian,100.21,2.09,30.0,Card,Delivered,Bike,Yes
ORD105065,CUST4638,2025-04-10 12:28:50.397742,Dubai,Indian,2.81,3.75,37.0,Apple Pay,Delivered,Car,Yes
ORD105066,CUST8076,2025-02-13 08:26:50.397750,Ajman,Desserts,48.29,5.96,29.0,Apple Pay,Delivered,Car,No
ORD105067,CUST5747,2025-01-17 03:06:50.397755,Dubai,Desserts,30.75,3.29,16.0,Card,Delivered,Bike,No
ORD105068,CUST7460,2025-02-27 06:22:50.397759,Sharjah,Indian,189.93,5.53,36.0,Card,Delivered,Car,Yes
ORD105069,CUST3425,2025-03-04 19:10:50.397763,Abu Dhabi,Middle Eastern,0.91,5.48,35.0,Card,Delivered,Bike,No
ORD105070,CUST3165,2025-03-22 09:24:50.397767,Ajman,Asian,60.36,4.63,32.0,Card,Delivered,Car,Yes
ORD105071,CUST6507,2025-01-13 02:09:50.397771,Ras Al Khaimah,Middle Eastern,101.22,6.66,41.0,Card,Delivered,Bike,No
ORD105072,CUST2352,2025-03-27 08:37:50.397775,Sharjah,Middle Eastern,49.77,4.54,30.0,Card,Cancelled,Scooter,Yes
ORD105073,CUST8796,2025-02-12 01:38:50.397778,Abu Dhabi,Indian,6.7,5.46,41.0,Apple Pay,Delivered,Bike,Yes
ORD105074,CUST1807,2025-01-24 23:34:50.397782,Dubai,Indian,269.41,7.29,44.0,Apple Pay,Delivered,Bike,No
ORD105075,CUST9980,2025-05-19 22:17:50.397786,Sharjah,Indian,54.74,6.58,36.0,Card,Cancelled,Bike,Yes
ORD105076,CUST7540,2025-01-26 09:59:50.397790,Sharjah,Desserts,71.43,6.57,23.0,Apple Pay,Delivered,Car,Yes
ORD105077,CUST5301,2025-02-07 05:03:50.397793,Sharjah,Indian,20.25,2.7,29.0,Card,Delivered,Car,No
ORD105078,CUST2393,2025-01-06 03:52:50.397797,Sharjah,Fast Food,49.55,6.05,42.0,Wallet,Cancelled,Scooter,Yes
ORD105079,CUST7529,2025-06-06 20:26:50.397801,Abu Dhabi,Desserts,42.05,3.24,15.0,Cash,Delivered,Scooter,Yes
ORD105080,CUST9221,2025-02-09 07:33:50.397805,Sharjah,Middle Eastern,5.84,2.44,26.0,Apple Pay,Delivered,Car,No
ORD105081,CUST8118,2025-01-12 04:47:50.397809,Sharjah,Middle Eastern,8.42,4.86,27.0,Card,Delivered,Bike,Yes
ORD105082,CUST3136,2025-03-01 22:16:50.397813,Sharjah,Healthy,136.27,3.19,21.0,Apple Pay,Delivered,Scooter,No
ORD105083,CUST3209,2025-06-21 13:57:50.397817,Dubai,Desserts,20.56,6.58,39.0,Cash,Delivered,Scooter,No
ORD105084,CUST8879,2025-01-27 08:26:50.397820,Ajman,Indian,16.26,6.63,34.0,Apple Pay,Delivered,Bike,No
ORD105085,CUST4245,2025-04-18 13:54:50.397824,Ras Al Khaimah,Indian,52.73,1.19,23.0,Wallet,Delivered,Car,Yes
ORD105086,CUST8993,2025-05-30 15:55:50.397830,Ras Al Khaimah,Middle Eastern,109.82,3.34,36.0,Card,Delivered,Car,No
ORD105087,CUST7476,2025-05-03 11:14:50.397837,Ajman,Indian,4.8,2.08,28.0,Card,Delivered,Bike,Yes
ORD105088,CUST4212,2025-05-15 08:20:50.397844,Ajman,Desserts,64.49,4.07,21.0,Card,Delivered,Bike,Yes
ORD105089,CUST9589,2025-02-11 21:40:50.397852,Ajman,Asian,9.52,5.91,23.0,Wallet,Delivered,Scooter,No
ORD105090,CUST5034,2025-05-09 01:32:50.397860,Ras Al Khaimah,Middle Eastern,2.79,4.52,34.0,Cash,Delivered,Car,Yes
ORD105091,CUST4970,2025-01-13 00:32:50.397868,Ras Al Khaimah,Healthy,4.06,3.82,39.0,Apple Pay,Delivered,Car,Yes
ORD105092,CUST2173,2025-02-09 08:24:50.397873,Ras Al Khaimah,Indian,134.76,7.6,25.0,Card,Delivered,Car,Yes
ORD105093,CUST5362,2025-03-05 07:38:50.397876,Ras Al Khaimah,Asian,9.41,0.39,35.0,Apple Pay,Delivered,Scooter,Yes
ORD105094,CUST8046,2025-06-04 06:30:50.397880,Abu Dhabi,Healthy,3.47,7.47,46.0,Apple Pay,Delivered,Bike,Yes
ORD105095,CUST6298,2025-01-19 08:52:50.397884,Abu Dhabi,Indian,43.21,3.91,17.0,Card,Delivered,Bike,Yes
ORD105096,CUST2467,2025-02-07 22:28:50.397888,Dubai,Desserts,139.34,4.84,34.0,Wallet,Delivered,Scooter,No
ORD105097,CUST2843,2025-03-30 06:45:50.397892,Dubai,Fast Food,22.83,3.95,38.0,Card,Delivered,Car,No
ORD105098,CUST7776,2025-06-19 00:55:50.397896,Dubai,Asian,41.08,8.09,29.0,Cash,Delivered,Bike,Yes
ORD105099,CUST7939,2025-01-17 02:47:50.397900,Ajman,Fast Food,3.06,2.54,42.0,Cash,Failed,Car,No
ORD105100,CUST6984,2025-01-29 03:51:50.397903,Abu Dhabi,Middle Eastern,44.71,5.02,52.0,Apple Pay,Delivered,Scooter,No
ORD105101,CUST6706,2025-05-13 21:17:50.397907,Dubai,Middle Eastern,64.64,6.05,33.0,Wallet,Delivered,Bike,Yes
ORD105102,CUST4120,2025-02-25 06:42:50.397911,Sharjah,Indian,63.46,1.78,28.0,Apple Pay,Delivered,Car,Yes
ORD105103,CUST6254,2025-03-22 14:36:50.397915,Dubai,Indian,30.31,3.16,40.0,Cash,Delivered,Car,Yes
ORD105104,CUST6644,2025-02-01 10:46:50.397919,Ras Al Khaimah,Fast Food,28.43,4.7,38.0,Card,Delivered,Scooter,No
ORD105105,CUST1396,2025-03-08 06:32:50.397926,Sharjah,Fast Food,8.46,3.23,5.0,Card,Delivered,Scooter,Yes
ORD105106,CUST5994,2025-04-29 13:40:50.397930,Ajman,Fast Food,34.27,3.37,30.0,Wallet,Delivered,Bike,Yes
ORD105107,CUST3773,2025-01-15 03:25:50.397933,Dubai,Asian,7.86,4.3,26.0,Card,Delivered,Scooter,No
ORD105108,CUST6729,2025-02-15 06:57:50.397938,Dubai,Asian,109.12,6.3,34.0,Wallet,Returned,Scooter,No
ORD105109,CUST8245,2025-06-19 01:16:50.397946,Abu Dhabi,Middle Eastern,254.21,4.31,28.0,Cash,Delivered,Scooter,No
ORD105110,CUST3389,2025-06-21 03:25:50.397953,Sharjah,Asian,263.18,7.16,29.0,Apple Pay,Delivered,Car,No
ORD105111,CUST8216,2025-05-06 20:02:50.397961,Ajman,Desserts,150.23,3.0,21.0,Apple Pay,Cancelled,Car,No
ORD105112,CUST1735,2025-03-15 23:58:50.397968,Dubai,Desserts,68.87,2.5,37.0,Card,Cancelled,Scooter,No
ORD105113,CUST4825,2025-05-24 21:09:50.397975,Ajman,Healthy,90.51,8.85,47.0,Card,Cancelled,Bike,No
ORD105114,CUST4271,2025-04-24 06:40:50.397983,Sharjah,Asian,25.18,3.68,22.0,Apple Pay,Delivered,Bike,No
ORD105115,CUST7124,2025-06-22 16:51:50.397991,Ajman,Asian,74.73,2.38,16.0,Apple Pay,Delivered,Car,Yes
ORD105116,CUST3555,2025-02-08 19:51:50.398074,Ras Al Khaimah,Healthy,45.61,1.52,30.0,Card,Delivered,Scooter,No
ORD105117,CUST2405,2025-01-29 09:26:50.398092,Dubai,Asian,49.34,7.15,30.0,Cash,Delivered,Scooter,Yes
ORD105118,CUST2841,2025-05-21 03:50:50.398100,Sharjah,Asian,106.34,4.32,42.0,Cash,Delivered,Bike,Yes
ORD105119,CUST1893,2025-04-05 13:38:50.398107,Dubai,Healthy,24.84,4.49,18.0,Apple Pay,Delivered,Scooter,No
ORD105120,CUST4982,2025-04-23 01:18:50.398117,Dubai,Fast Food,28.71,4.68,25.0,Apple Pay,Delivered,Bike,Yes
ORD105121,CUST3419,2025-06-14 06:42:50.398125,Sharjah,Middle Eastern,193.91,7.03,9.0,Apple Pay,Delivered,Car,No
ORD105122,CUST5713,2024-12-30 08:25:50.398134,Ras Al Khaimah,Indian,4.34,4.64,44.0,Apple Pay,Delivered,Car,No
ORD105123,CUST1225,2025-02-08 20:51:50.398139,Ajman,Desserts,49.86,9.69,33.0,Apple Pay,Delivered,Car,No
ORD105124,CUST6624,2025-02-16 02:38:50.398143,Ajman,Healthy,182.97,5.27,25.0,Apple Pay,Delivered,Car,No
ORD105125,CUST2823,2025-06-14 15:25:50.398146,Ajman,Fast Food,70.69,7.12,17.0,Apple Pay,Delivered,Bike,No
ORD105126,CUST5999,2025-06-09 20:26:50.398150,Dubai,Healthy,59.29,6.61,18.0,Card,Delivered,Bike,Yes
ORD105127,CUST8373,2025-05-01 02:16:50.398154,Ras Al Khaimah,Asian,21.55,4.93,34.0,Apple Pay,Delivered,Scooter,Yes
ORD105128,CUST8719,2025-05-03 12:41:50.398157,Ajman,Healthy,31.54,3.83,19.0,Cash,Delivered,Car,No
ORD105129,CUST1372,2025-03-29 01:55:50.398161,Sharjah,Middle Eastern,143.32,5.66,31.0,Cash,Delivered,Scooter,No
ORD105130,CUST6437,2025-02-09 09:32:50.398165,Sharjah,Desserts,61.44,6.02,50.0,Cash,Delivered,Scooter,Yes
ORD105131,CUST4424,2025-03-19 12:37:50.398169,Abu Dhabi,Asian,54.23,3.85,27.0,Wallet,Delivered,Car,Yes
ORD105132,CUST9814,2025-03-04 22:32:50.398175,Ajman,Desserts,7.87,5.33,20.0,Apple Pay,Delivered,Bike,Yes
ORD105133,CUST4471,2024-12-30 13:13:50.398182,Abu Dhabi,Asian,1.21,7.47,34.0,Wallet,Delivered,Scooter,No
ORD105134,CUST4339,2025-01-22 12:09:50.398191,Sharjah,Middle Eastern,248.66,9.14,18.0,Apple Pay,Delivered,Bike,No
ORD105135,CUST9952,2025-04-23 18:23:50.398198,Sharjah,Fast Food,35.49,6.71,47.0,Card,Cancelled,Scooter,No
ORD105136,CUST9573,2025-04-24 05:42:50.398206,Ajman,Healthy,69.33,8.73,44.0,Card,Delivered,Bike,Yes
ORD105137,CUST5237,2024-12-27 00:05:50.398213,Dubai,Desserts,6.23,3.74,28.0,Cash,Failed,Scooter,No
ORD105138,CUST9991,2025-03-31 07:25:50.398217,Sharjah,Asian,86.19,6.4,21.0,Wallet,Cancelled,Car,No
ORD105139,CUST8913,2025-03-06 22:22:50.398221,Ras Al Khaimah,Asian,202.25,7.68,26.0,Card,Delivered,Scooter,No
ORD105140,CUST3315,2025-01-13 15:17:50.398225,Ras Al Khaimah,Fast Food,64.29,3.21,27.0,Apple Pay,Delivered,Bike,No
ORD105141,CUST1301,2025-01-05 17:40:50.398229,Ajman,Fast Food,10.11,4.03,34.0,Wallet,Delivered,Bike,Yes
ORD105142,CUST7170,2025-01-09 13:50:50.398233,Ajman,Desserts,65.37,8.48,40.0,Cash,Delivered,Car,No
ORD105143,CUST9631,2025-03-18 12:30:50.398236,Dubai,Indian,109.04,3.05,20.0,Apple Pay,Delivered,Scooter,No
ORD105144,CUST1712,2025-01-26 09:09:50.398240,Dubai,Desserts,39.12,2.32,40.0,Card,Delivered,Car,Yes
ORD105145,CUST5185,2025-05-08 13:23:50.398258,Dubai,Middle Eastern,158.92,8.06,36.0,Wallet,Delivered,Scooter,No
ORD105146,CUST3790,2025-05-26 21:21:50.398262,Dubai,Asian,78.45,7.39,25.0,Card,Failed,Bike,Yes
ORD105147,CUST1984,2025-04-11 17:20:50.398266,Ras Al Khaimah,Asian,172.13,5.86,19.0,Apple Pay,Cancelled,Bike,No
ORD105148,CUST5653,2025-01-02 05:43:50.398270,Ajman,Asian,73.26,4.91,31.0,Cash,Delivered,Car,No
ORD105149,CUST4288,2025-01-07 19:52:50.398274,Ajman,Fast Food,10.56,4.12,19.0,Cash,Failed,Car,No
ORD105150,CUST5444,2025-02-14 17:15:50.398278,Dubai,Desserts,27.8,5.56,40.0,Card,Delivered,Bike,No
ORD105151,CUST1869,2025-02-20 19:16:50.398281,Abu Dhabi,Asian,16.9,8.16,19.0,Card,Delivered,Scooter,No
ORD105152,CUST8617,2025-06-17 19:11:50.398285,Abu Dhabi,Indian,179.62,5.48,35.0,Card,Delivered,Car,No
ORD105153,CUST1136,2025-01-23 10:56:50.398289,Abu Dhabi,Desserts,107.16,9.33,29.0,Wallet,Cancelled,Car,Yes
ORD105154,CUST2091,2025-01-09 12:19:50.398293,Sharjah,Healthy,84.62,3.2,24.0,Apple Pay,Delivered,Bike,No
ORD105155,CUST7367,2025-06-23 13:47:50.398297,Ajman,Desserts,26.85,4.96,29.0,Apple Pay,Delivered,Scooter,Yes
ORD105156,CUST5445,2025-04-22 15:34:50.398300,Dubai,Indian,15.25,4.25,41.0,Card,Delivered,Bike,No
ORD105157,CUST6901,2025-02-11 22:21:50.398304,Sharjah,Desserts,105.93,2.83,18.0,Apple Pay,Cancelled,Car,No
ORD105158,CUST2767,2025-04-20 16:41:50.398308,Sharjah,Middle Eastern,48.21,4.69,26.0,Wallet,Delivered,Bike,Yes
ORD105159,CUST1312,2024-12-26 03:19:50.398311,Abu Dhabi,Desserts,19.19,5.83,22.0,Cash,Delivered,Scooter,No
ORD105160,CUST5792,2025-06-05 22:48:50.398315,Dubai,Fast Food,71.91,6.05,30.0,Wallet,Delivered,Bike,Yes
ORD105161,CUST7332,2025-05-29 05:01:50.398319,Ajman,Indian,3.09,9.34,23.0,Cash,Delivered,Scooter,Yes
ORD105162,CUST4787,2025-02-26 14:05:50.398323,Abu Dhabi,Healthy,29.61,5.93,12.0,Apple Pay,Returned,Scooter,Yes
ORD105163,CUST7237,2025-05-03 14:11:50.398327,Abu Dhabi,Healthy,47.41,7.3,19.0,Apple Pay,Delivered,Scooter,No
ORD105164,CUST9331,2025-01-13 15:19:50.398331,Sharjah,Desserts,12.01,5.13,46.0,Cash,Delivered,Bike,Yes
ORD105165,CUST2631,2025-04-18 23:22:50.398335,Ajman,Healthy,313.27,8.36,32.0,Card,Delivered,Car,Yes
ORD105166,CUST6168,2025-05-24 23:33:50.398339,Ajman,Desserts,17.59,9.8,32.0,Card,Delivered,Bike,No
ORD105167,CUST8940,2025-01-04 07:11:50.398343,Ras Al Khaimah,Desserts,10.48,6.06,27.0,Wallet,Delivered,Bike,No
ORD105168,CUST9709,2025-06-24 20:14:50.398348,Ras Al Khaimah,Fast Food,17.07,3.01,29.0,Cash,Delivered,Bike,Yes
ORD105169,CUST2442,2025-05-02 00:29:50.398351,Ras Al Khaimah,Indian,109.92,3.9,26.0,Apple Pay,Cancelled,Scooter,Yes
